Date,High,Low,Open,Close,Volume,Adj Close,Action
2011-01-03,800.4000244140625,800.4000244140625,800.4000244140625,800.4000244140625,7.0,800.4000244140625,0
2011-01-04,769.0499877929688,769.0499877929688,769.0499877929688,769.0499877929688,7.0,769.0499877929688,0
2011-01-05,775.2999877929688,775.2999877929688,775.2999877929688,775.2999877929688,7.0,775.2999877929688,0
2011-01-06,762.9000244140625,762.9000244140625,762.9000244140625,762.9000244140625,7.0,762.9000244140625,0
2011-01-07,748.0999755859375,748.0999755859375,748.0999755859375,755.9500122070312,3.0,755.9500122070312,0
2011-01-10,748.6500244140625,748.6500244140625,748.6500244140625,748.6500244140625,3.0,748.6500244140625,0
2011-01-11,782.75,782.75,782.75,782.75,3.0,782.75,0
2011-01-12,805.7999877929688,805.7999877929688,805.7999877929688,805.7999877929688,3.0,805.7999877929688,0
2011-01-13,811.4000244140625,811.4000244140625,811.4000244140625,811.4000244140625,3.0,811.4000244140625,0
2011-01-14,788.4500122070312,788.4500122070312,788.4500122070312,788.4500122070312,3.0,788.4500122070312,0
2011-01-18,808.4000244140625,808.4000244140625,808.4000244140625,808.4000244140625,1.0,808.4000244140625,0
2011-01-19,817.75,817.75,817.75,817.75,1.0,817.75,0
2011-01-20,816.8499755859375,816.8499755859375,816.8499755859375,813.8499755859375,1.0,813.8499755859375,0
2011-01-21,814.75,814.75,814.75,814.75,1.0,814.75,0
2011-01-24,814.5499877929688,814.5499877929688,814.5499877929688,814.5499877929688,1.0,814.5499877929688,0
2011-01-25,782.75,782.75,782.75,782.75,1.0,782.75,0
2011-01-26,802.6500244140625,802.6500244140625,802.6500244140625,802.6500244140625,1.0,802.6500244140625,0
2011-01-27,811.5499877929688,811.5499877929688,811.5499877929688,811.5499877929688,38.0,811.5499877929688,0
2011-01-28,815.9000244140625,815.9000244140625,815.9000244140625,815.9000244140625,38.0,815.9000244140625,0
2011-01-31,819.0,819.0,819.0,819.0,38.0,819.0,0
2011-02-01,822.4500122070312,822.4500122070312,822.4500122070312,822.4500122070312,38.0,822.4500122070312,0
2011-02-02,809.4500122070312,809.4500122070312,809.4500122070312,809.4500122070312,38.0,809.4500122070312,0
2011-02-03,819.4500122070312,819.4500122070312,819.4500122070312,819.4500122070312,38.0,819.4500122070312,0
2011-02-04,815.5999755859375,815.5999755859375,815.5999755859375,815.5999755859375,38.0,815.5999755859375,0
2011-02-07,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,38.0,818.2000122070312,0
2011-02-08,837.5999755859375,837.5999755859375,837.5999755859375,837.5999755859375,38.0,837.5999755859375,0
2011-02-09,825.5999755859375,825.5999755859375,825.5999755859375,825.5999755859375,38.0,825.5999755859375,0
2011-02-10,820.0499877929688,820.0499877929688,820.0499877929688,820.0499877929688,38.0,820.0499877929688,0
2011-02-11,813.8499755859375,813.8499755859375,813.8499755859375,813.8499755859375,38.0,813.8499755859375,0
2011-02-14,832.2000122070312,832.2000122070312,832.2000122070312,832.2000122070312,38.0,832.2000122070312,0
2011-02-15,839.2999877929688,839.2999877929688,839.2999877929688,839.2999877929688,38.0,839.2999877929688,0
2011-02-16,837.9000244140625,837.9000244140625,837.9000244140625,837.9000244140625,38.0,837.9000244140625,0
2011-02-17,842.5499877929688,842.5499877929688,842.5499877929688,842.5499877929688,38.0,842.5499877929688,0
2011-02-18,857.25,857.25,857.25,857.25,38.0,857.25,0
2011-02-22,805.4500122070312,805.4500122070312,805.4500122070312,805.4500122070312,38.0,805.4500122070312,0
2011-02-23,774.2999877929688,774.2999877929688,774.2999877929688,774.2999877929688,38.0,774.2999877929688,0
2011-02-24,777.75,777.75,777.75,777.75,6420.0,777.75,0
2011-02-25,791.75,774.2999877929688,775.0,785.4500122070312,3972.0,785.4500122070312,0
2011-02-28,802.0,785.6500244140625,790.8499755859375,797.6500244140625,507.0,797.6500244140625,0
2011-03-01,814.9000244140625,797.0999755859375,798.0,814.3499755859375,97.0,814.3499755859375,0
2011-03-02,821.9000244140625,807.7000122070312,813.5,820.4000244140625,45.0,820.4000244140625,0
2011-03-03,818.1500244140625,812.0,814.7999877929688,812.5999755859375,12.0,812.5999755859375,0
2011-03-04,816.5,808.7999877929688,810.5,807.7999877929688,10.0,807.7999877929688,0
2011-03-07,809.2999877929688,780.4000244140625,781.7000122070312,788.25,6.0,788.25,0
2011-03-08,787.0,775.0999755859375,786.5,785.1500244140625,18.0,785.1500244140625,0
2011-03-09,798.7999877929688,791.9000244140625,794.4500122070312,780.3499755859375,13.0,780.3499755859375,0
2011-03-10,769.7000122070312,762.5,767.3499755859375,764.3499755859375,23.0,764.3499755859375,0
2011-03-11,767.0499877929688,750.4000244140625,762.25,763.75,38.0,763.75,0
2011-03-14,747.6500244140625,746.4500122070312,746.4500122070312,746.4500122070312,20.0,746.4500122070312,0
2011-03-15,742.0499877929688,696.0,742.0499877929688,703.2999877929688,202.0,703.2999877929688,0
2011-03-16,716.5499877929688,716.5499877929688,716.5499877929688,706.0999755859375,13.0,706.0999755859375,0
2011-03-17,716.0,716.0,716.0,716.0,25.0,716.0,0
2011-03-18,731.4500122070312,731.4500122070312,731.4500122070312,731.4000244140625,3.0,731.4000244140625,0
2011-03-21,743.0,739.7999877929688,740.0,741.2999877929688,52.0,741.2999877929688,0
2011-03-22,740.7999877929688,740.0,740.7999877929688,735.8499755859375,11.0,735.8499755859375,0
2011-03-23,742.6500244140625,742.6500244140625,742.6500244140625,748.9000244140625,46.0,748.9000244140625,0
2011-03-24,751.8499755859375,751.8499755859375,751.8499755859375,751.8499755859375,46.0,751.8499755859375,0
2011-03-25,751.0,751.0,750.4000244140625,750.4000244140625,1.0,750.4000244140625,0
2011-03-28,746.9500122070312,743.7999877929688,743.7999877929688,745.7000122070312,2.0,745.7000122070312,0
2011-03-29,745.8499755859375,745.5,745.5,752.9500122070312,11.0,752.9500122070312,0
2011-03-30,739.5999755859375,736.5999755859375,738.0,758.0999755859375,7.0,758.0999755859375,0
2011-03-31,767.9000244140625,767.9000244140625,767.9000244140625,767.9000244140625,7.0,767.9000244140625,0
2011-04-01,775.0499877929688,775.0499877929688,775.0499877929688,775.0499877929688,7.0,775.0499877929688,0
2011-04-04,783.4000244140625,783.4000244140625,783.4000244140625,783.4000244140625,7.0,783.4000244140625,0
2011-04-05,790.5,790.5,790.5,790.5,7.0,790.5,0
2011-04-06,781.7999877929688,781.7999877929688,781.7999877929688,781.7999877929688,7.0,781.7999877929688,0
2011-04-07,777.4500122070312,777.4500122070312,777.4500122070312,777.4500122070312,7.0,777.4500122070312,0
2011-04-08,792.0,792.0,792.0,792.0,7.0,792.0,0
2011-04-11,787.1500244140625,787.1500244140625,787.1500244140625,787.1500244140625,7.0,787.1500244140625,0
2011-04-12,769.5499877929688,769.5499877929688,769.5499877929688,769.5499877929688,7.0,769.5499877929688,0
2011-04-13,754.0499877929688,754.0499877929688,754.0499877929688,764.75,1.0,764.75,0
2011-04-14,764.4000244140625,750.0,764.4000244140625,773.7000122070312,2.0,773.7000122070312,0
2011-04-15,767.7999877929688,767.7999877929688,767.7999877929688,767.7999877929688,2.0,767.7999877929688,0
2011-04-18,738.7999877929688,738.7999877929688,738.7999877929688,738.7999877929688,2.0,738.7999877929688,0
2011-04-19,730.7999877929688,730.7999877929688,730.7999877929688,730.7999877929688,2.0,730.7999877929688,0
2011-04-20,758.5999755859375,758.5999755859375,758.5999755859375,758.5999755859375,1.0,758.5999755859375,0
2011-04-21,768.75,768.75,768.75,768.75,1.0,768.75,0
2011-04-25,760.5,760.5,760.5,760.5,1.0,760.5,0
2011-04-26,755.4000244140625,755.4000244140625,755.4000244140625,755.4000244140625,1.0,755.4000244140625,0
2011-04-27,757.7999877929688,757.7999877929688,757.7999877929688,757.7999877929688,1.0,757.7999877929688,0
2011-04-28,775.0999755859375,775.0999755859375,775.0999755859375,775.0999755859375,1.0,775.0999755859375,0
2011-04-29,791.9500122070312,791.9500122070312,791.9500122070312,791.9500122070312,1.0,791.9500122070312,0
2011-05-02,783.9000244140625,783.9000244140625,783.9000244140625,783.9000244140625,1.0,783.9000244140625,0
2011-05-03,782.2000122070312,782.2000122070312,782.2000122070312,782.2000122070312,1.0,782.2000122070312,1
2011-05-04,746.5999755859375,775.0,746.5999755859375,746.5999755859375,1.0,746.5999755859375,1
2011-05-05,710.7000122070312,710.7000122070312,710.7000122070312,710.7000122070312,1.0,710.7000122070312,1
2011-05-06,716.2000122070312,716.2000122070312,716.2000122070312,716.2000122070312,1.0,716.2000122070312,1
2011-05-09,728.9000244140625,728.9000244140625,728.9000244140625,728.9000244140625,1.0,728.9000244140625,1
2011-05-10,732.5499877929688,732.5499877929688,732.5499877929688,732.5499877929688,1.0,732.5499877929688,1
2011-05-11,715.2999877929688,715.2999877929688,715.2999877929688,715.2999877929688,1.0,715.2999877929688,1
2011-05-12,716.75,716.75,716.75,716.75,1.0,716.75,1
2011-05-13,706.4500122070312,706.4500122070312,706.4500122070312,706.4500122070312,1.0,706.4500122070312,1
2011-05-16,713.5,713.5,713.5,713.5,1.0,713.5,1
2011-05-17,714.25,714.25,714.25,714.25,1.0,714.25,1
2011-05-18,737.2000122070312,737.2000122070312,737.2000122070312,737.2000122070312,1.0,737.2000122070312,1
2011-05-19,728.1500244140625,728.1500244140625,728.1500244140625,728.1500244140625,1.0,728.1500244140625,1
2011-05-20,735.5,735.5,735.5,735.5,1.0,735.5,1
2011-05-23,731.7999877929688,731.7999877929688,731.7999877929688,731.7999877929688,1.0,731.7999877929688,1
2011-05-24,735.25,735.25,735.25,735.25,1.0,735.25,1
2011-05-25,747.3499755859375,747.3499755859375,747.3499755859375,747.3499755859375,1.0,747.3499755859375,1
2011-05-26,757.2000122070312,757.2000122070312,757.2000122070312,757.2000122070312,5115.0,757.2000122070312,1
2011-05-27,761.25,751.5499877929688,753.5,759.9000244140625,2893.0,759.9000244140625,1
2011-05-31,782.25,756.3499755859375,761.0499877929688,778.9500122070312,595.0,778.9500122070312,1
2011-06-01,788.5499877929688,771.25,772.0,777.4500122070312,115.0,777.4500122070312,1
2011-06-02,777.2000122070312,768.0,770.8499755859375,768.4000244140625,396.0,768.4000244140625,1
2011-06-03,779.2999877929688,762.9500122070312,762.9500122070312,783.25,26.0,783.25,1
2011-06-06,794.3499755859375,787.3499755859375,787.3499755859375,797.0499877929688,28.0,797.0499877929688,1
2011-06-07,809.4000244140625,802.3499755859375,802.8499755859375,807.7999877929688,33.0,807.7999877929688,1
2011-06-08,809.4000244140625,798.2000122070312,802.8499755859375,804.0,33.0,804.0,1
2011-06-09,816.0999755859375,809.7000122070312,809.7000122070312,816.4000244140625,11.0,816.4000244140625,1
2011-06-10,818.0499877929688,806.4500122070312,817.5499877929688,815.7000122070312,6.0,815.7000122070312,1
2011-06-13,812.2000122070312,794.7000122070312,812.2000122070312,798.4500122070312,31.0,798.4500122070312,1
2011-06-14,798.7999877929688,798.25,798.25,790.9000244140625,6.0,790.9000244140625,1
2011-06-15,795.0,784.2999877929688,795.0,774.0,20.0,774.0,1
2011-06-16,761.5,761.5,761.5,761.5,37.0,761.5,1
2011-06-17,746.4500122070312,745.2000122070312,745.2000122070312,743.7000122070312,6.0,743.7000122070312,1
2011-06-20,735.0,735.0,735.0,746.5,1.0,746.5,1
2011-06-21,763.75,760.3499755859375,760.3499755859375,764.75,29.0,764.75,1
2011-06-22,768.8499755859375,768.8499755859375,768.8499755859375,768.8499755859375,13.0,768.8499755859375,1
2011-06-23,742.0,741.8499755859375,742.0,741.5499877929688,2.0,741.5499877929688,1
2011-06-24,732.9000244140625,732.9000244140625,732.9000244140625,730.2000122070312,1.0,730.2000122070312,1
2011-06-27,723.0499877929688,720.0499877929688,723.0499877929688,722.8499755859375,8.0,722.8499755859375,1
2011-06-28,733.4000244140625,733.4000244140625,733.4000244140625,733.4000244140625,3.0,733.4000244140625,1
2011-06-29,736.75,736.75,736.75,750.1500244140625,2.0,750.1500244140625,1
2011-06-30,759.4000244140625,759.4000244140625,759.4000244140625,759.4000244140625,2.0,759.4000244140625,1
2011-07-01,756.4500122070312,756.4500122070312,756.4500122070312,756.4500122070312,2.0,756.4500122070312,1
2011-07-05,771.9000244140625,771.9000244140625,771.9000244140625,774.6500244140625,1.0,774.6500244140625,1
2011-07-06,772.2000122070312,772.2000122070312,772.2000122070312,772.2000122070312,1.0,772.2000122070312,1
2011-07-07,785.5499877929688,770.4000244140625,785.5499877929688,785.5499877929688,1.0,785.5499877929688,1
2011-07-08,777.9500122070312,780.0,777.9500122070312,777.9500122070312,1.0,777.9500122070312,1
2011-07-11,766.4500122070312,766.4500122070312,766.4500122070312,766.4500122070312,1.0,766.4500122070312,1
2011-07-12,766.4500122070312,766.4500122070312,766.4500122070312,766.4500122070312,1.0,766.4500122070312,1
2011-07-13,780.0,780.0,780.0,782.75,1.0,782.75,1
2011-07-14,783.0,783.0,783.0,782.0999755859375,1.0,782.0999755859375,1
2011-07-15,779.4000244140625,779.4000244140625,779.4000244140625,779.4000244140625,1.0,779.4000244140625,1
2011-07-18,793.3499755859375,793.3499755859375,793.3499755859375,793.3499755859375,1.0,793.3499755859375,1
2011-07-19,797.0499877929688,797.0499877929688,797.0499877929688,797.0499877929688,1.0,797.0499877929688,1
2011-07-20,792.4000244140625,792.4000244140625,792.4000244140625,792.4000244140625,1.0,792.4000244140625,1
2011-07-21,807.75,807.75,807.75,807.75,1.0,807.75,1
2011-07-22,805.1500244140625,805.1500244140625,805.1500244140625,805.1500244140625,1.0,805.1500244140625,1
2011-07-25,807.75,807.75,807.75,807.75,1.0,807.75,1
2011-07-26,834.8499755859375,834.8499755859375,834.8499755859375,834.8499755859375,1.0,834.8499755859375,1
2011-07-27,832.2000122070312,832.2000122070312,832.2000122070312,832.2000122070312,144.0,832.2000122070312,1
2011-07-28,827.0999755859375,827.0999755859375,827.0999755859375,827.0999755859375,144.0,827.0999755859375,1
2011-07-29,826.7000122070312,826.7000122070312,826.7000122070312,826.7000122070312,144.0,826.7000122070312,1
2011-08-01,828.5,828.5,828.5,828.5,144.0,828.5,1
2011-08-02,825.9000244140625,825.9000244140625,825.9000244140625,825.9000244140625,144.0,825.9000244140625,1
2011-08-03,794.0999755859375,810.0,794.0999755859375,794.0999755859375,144.0,794.0999755859375,1
2011-08-04,751.9500122070312,751.9500122070312,751.9500122070312,751.9500122070312,144.0,751.9500122070312,1
2011-08-05,740.75,740.75,740.75,740.75,144.0,740.75,1
2011-08-08,727.5,727.5,727.5,727.5,144.0,727.5,1
2011-08-09,733.5499877929688,733.5499877929688,733.5499877929688,733.5499877929688,144.0,733.5499877929688,1
2011-08-10,726.2999877929688,732.0,726.2999877929688,726.2999877929688,144.0,726.2999877929688,1
2011-08-11,732.0,732.0,732.0,733.2999877929688,1.0,733.2999877929688,1
2011-08-12,747.7000122070312,747.7000122070312,747.7000122070312,747.7000122070312,1.0,747.7000122070312,1
2011-08-15,745.8499755859375,745.8499755859375,745.8499755859375,745.8499755859375,1.0,745.8499755859375,1
2011-08-16,756.25,756.25,756.25,756.25,1.0,756.25,1
2011-08-17,775.6500244140625,775.6500244140625,775.6500244140625,775.6500244140625,1.0,775.6500244140625,1
2011-08-18,756.75,756.75,756.75,756.75,1.0,756.75,1
2011-08-19,748.5499877929688,748.5499877929688,748.5499877929688,748.5499877929688,1.0,748.5499877929688,1
2011-08-22,764.8499755859375,764.8499755859375,764.8499755859375,764.8499755859375,1.0,764.8499755859375,1
2011-08-23,764.1500244140625,764.1500244140625,764.1500244140625,764.1500244140625,1.0,764.1500244140625,1
2011-08-24,742.9000244140625,742.9000244140625,742.9000244140625,742.9000244140625,1.0,742.9000244140625,1
2011-08-25,750.9000244140625,750.9000244140625,750.9000244140625,750.9000244140625,1.0,750.9000244140625,1
2011-08-26,756.0999755859375,756.0999755859375,756.0999755859375,756.0999755859375,1.0,756.0999755859375,1
2011-08-29,753.7000122070312,753.7000122070312,753.7000122070312,753.7000122070312,1972.0,753.7000122070312,1
2011-08-30,779.7000122070312,753.2000122070312,755.8499755859375,777.0499877929688,1966.0,777.0499877929688,1
